date,adj close,close,high,low,open,volume,rsi,atr,adx,macd,ema_short,ema_long,vwap,fast_k,fast_d,slow_k,slow_d,garman_klass_vol,bb_low,bb_mid,bb_high,dollar_volume
2009-01-19,23.83613586425781,33.72999954223633,33.72999954223633,31.3799991607666,31.450000762939453,8872,51.33616258497943,1.9651196430180338,12.814913364221981,-0.08708690912574824,32.73988760242724,33.41316837674681,32.99771011474499,56.600902213508434,23.22155585821169,23.22155585821169,30.895868351386326,-0.02707435552061852,3.0837368919363417,3.1827514800191112,3.2817660681018808,0.2114741973876953
2009-01-20,23.207189559936523,32.84000015258789,32.84000015258789,30.530000686645508,30.6299991607666,27774,49.61662401039267,2.053693122580475,12.154819184637754,-0.07100921290661333,32.749422131013965,33.39069119148567,32.84378875284245,43.09560071061036,33.23216764137293,33.23216764137293,28.235568977614548,-0.027090953064796034,3.0839123945860605,3.1829415894389577,3.281970784291855,0.644556482837677
2009-01-21,21.55357360839844,30.5,30.549999237060547,30.01000022888184,30.399999618530277,29100,45.407306018919655,2.1093582589344315,11.31584348393845,-0.1895158890638129,32.53519145186978,33.27733075260388,32.56328139868368,7.587253238585285,35.761252054234696,35.761252054234696,30.738325184606442,-0.04552718689109002,3.078237480295652,3.1809302671075046,3.2836230539193574,0.6272089920043946
2009-02-02,23.348529815673828,33.040000915527344,33.040000915527344,30.399999618530277,30.399999618530277,7841,50.23160038197313,2.1473975391177977,11.714966084554538,-0.13701588502752315,32.58326854364669,33.26802370016951,32.539132655565076,46.130513583274144,32.27112251082326,32.27112251082326,33.75484740214363,-0.023437050228993388,3.080321831774847,3.1826125895548665,3.284903347334886,0.1830758222846985
2009-02-03,22.23904800415039,31.46999931335449,31.649999618530277,30.71999931335449,30.71999931335449,16223,47.50048503934692,2.159767529821726,12.085059477207437,-0.1828276402200224,32.477242902666475,33.19751293990225,32.463389196250965,22.30651410193398,25.341426974597805,25.341426974597805,31.124600513218585,-0.039872989642793566,3.0794906855567534,3.1822490044317604,3.2850073233067674,0.3607840757713318
2009-02-04,22.394515991210938,31.690000534057617,31.84000015258789,29.270000457763672,29.270000457763672,16252,47.91816771754426,2.189160575787556,11.548537806617992,-0.20423453047461493,32.40226743898944,33.13839480633972,32.36212685477896,43.21429885163957,37.2171088456159,37.2171088456159,31.609886110345656,-0.024151374440989193,3.078965184790981,3.1819928998617137,3.2850206149324466,0.36395567388916017
2009-02-05,22.210783004760746,31.43000030517578,33.900001525878906,31.38999938964844,33.900001525878906,14257,47.44855835264351,2.2121437200973344,11.997393407019022,-0.2333356140037317,32.30967056910242,33.07139894354898,32.37470844769893,39.27272449840199,34.931179150658515,34.931179150658515,32.49657165695741,-0.06610727723125565,3.077782709685547,3.181462915777987,3.2851431218704272,0.31665913329887396
2009-02-06,22.754919052124023,32.20000076293945,32.54999923706055,31.770000457763672,31.770000457763672,22990,49.006489341019346,2.1339251519693265,12.413720087273031,-0.2100696487282896,32.29922582565833,33.037226465878014,32.36033962406505,53.27273282137784,45.253252057139804,45.253252057139804,39.1338466844714,-0.042732527017851955,3.0764466146455214,3.1800839255078714,3.2837212363702215,0.5231355890083313
2009-02-09,24.57107734680176,34.77000045776367,34.77000045776367,29.950000762939453,29.950000762939453,28135,53.81677064546742,2.3262630700890976,13.66886955317645,-0.04456864788317105,32.53453769538265,33.10517838712843,32.360313960901976,100.0,64.18181910659328,64.18181910659328,48.12208343813054,-0.004003920085625414,3.0755263885201742,3.1824464580458676,3.289366527571561,0.6913072611522676
2009-02-10,24.71947288513184,34.97999954223633,34.97999954223633,32.400001525878906,32.54999923706055,17374,54.18845479658992,2.3444286919592416,14.907597750367692,0.09744310396065359,32.76743882365443,33.17870078536796,32.419695811457586,100.0,84.42424427379261,84.42424427379261,64.61977181250856,-0.0263178921122324,3.074839081797337,3.1854326284553975,3.2960261751134583,0.4294761219062806
2009-02-11,21.857444763183597,30.93000030517578,34.97999954223633,30.93000030517578,34.97999954223633,14060,46.57815937729155,2.466515378816859,15.115581246132527,-0.02071452587792777,32.59244467903741,33.09051645281141,32.43836700259384,29.071805841899145,76.35726861396638,76.35726861396638,74.98777733145074,-0.07784709745393216,3.0754271442440984,3.1773697313379414,3.2793123184317845,0.30731567337036136
2009-02-12,24.458009719848636,34.61000061035156,34.61000061035156,32.25,33.130001068115234,17087,52.90439460857076,2.5533647646399835,15.308547910852793,0.09440037065917295,32.7845928629721,33.15010406683259,32.478691900594775,93.52015777216299,74.19732120468738,74.19732120468738,78.32627803081546,-0.033084183422581924,3.082316239860932,3.174720830485776,3.2671254211106198,0.4179140120830536
2009-02-13,23.51813316345215,33.279998779296875,34.61000061035156,30.09000015258789,34.61000061035156,17924,50.62373646828015,2.69409738331023,14.255456699880147,0.10853840908072598,32.831774378812554,33.155197977125304,32.47342688436879,70.22765261797839,64.27320541068018,64.27320541068018,71.60926507644466,-0.047874015158471665,3.0833251213516704,3.1762871257537455,3.2692491301558206,0.4215390188217163
2009-02-16,25.10814666748047,35.529998779296875,35.529998779296875,33.029998779296875,33.279998779296875,9781,54.14396857218907,2.6802095843766103,13.724969007599627,0.24521699894510363,33.08874813123963,33.24832742034772,32.512878449149426,100.0,87.91593679671381,87.91593679671381,75.46215447069379,-0.028006657883496974,3.0900025832711107,3.184140343307255,3.278278103343399,0.24558278255462646
2009-02-17,22.924524307250977,32.439998626708984,35.529998779296875,32.2400016784668,35.529998779296875,12662,49.08507386254404,2.7238349663847945,12.812927723593566,0.17531477139666407,33.02696246414148,33.21662825196973,32.55060207819476,50.6389619633143,73.6222048604309,73.6222048604309,75.27044902260828,-0.06944488326687386,3.090504073115801,3.184466325049136,3.278428576982471,0.29027032677841186
2009-02-18,21.3557071685791,30.21999931335449,32.54999923706055,30.21999931335449,31.0,13810,45.84560053392625,2.6956624372149998,12.770942226317286,-0.0065976261652131996,32.759632640257,33.09911339163188,32.516668346344275,15.175704637539623,55.27155553361798,55.27155553361798,72.26989906358756,-0.05089090016087754,3.080814317667958,3.178555247979591,3.276296178291224,0.2949223159980774
2009-02-19,24.88908195495605,35.220001220703125,35.220001220703125,31.940000534057617,32.18000030517578,15551,53.172492340962606,2.860483317294629,12.243704821828324,0.1328182575775152,32.993953457442345,33.18228546336017,32.550420834914036,95.04796099501469,53.62087586528954,53.62087586528954,60.83821208644613,-0.020719646464218686,3.079064629419674,3.182177253602652,3.28528987778563,0.3870501134815216
2009-02-20,24.267200469970703,34.34000015258789,34.34000015258789,32.0,32.29999923706055,24878,51.87227589946386,2.886195790421757,11.754388162155974,0.1909248485158379,33.12214838078954,33.22768603940831,32.580362699751326,80.990432176066,63.73803260287343,63.73803260287343,57.54348800059364,-0.029094005899652744,3.0797174839640364,3.1815795140470042,3.283441544129972,0.6037194132919311
2009-02-23,22.924524307250977,32.439998626708984,34.34000015258789,29.86000061035156,34.34000015258789,15467,49.14131515338722,3.000173195937075,11.487163984132746,0.12716610366632963,33.05718173754377,33.19679633694952,32.56635117716743,50.6389619633143,75.55911837813166,75.55911837813166,64.30600894876487,-0.0533109898510621,3.0844397782056645,3.1837527821443805,3.2830657860830965,0.35457361746025085
2009-02-24,24.316673278808597,34.40999984741211,34.40999984741211,31.65999984741211,31.799999237060547,22044,51.90489404826639,2.9822841116525236,11.204540661531553,0.18681810353907835,33.186021557531234,33.244372945202954,32.585056224717015,80.24692603925305,70.62544005954446,70.62544005954446,69.97419701351652,-0.02433931208192596,3.09679907077054,3.1903207976753793,3.2838425245802187,0.5360367457580567
2009-02-25,23.13652992248535,32.7400016784668,32.95000076293945,32.400001525878906,32.5,19672,49.504529896407085,2.912764505988159,10.94221663284953,0.13728252967525023,33.14354347381081,33.22459367984075,32.58814969955986,50.7936860348396,60.559858012468986,60.559858012468986,68.9148054833817,-0.04446861321127132,3.095885513530135,3.188892136343356,3.2818987591565776,0.4551418166351318
2009-02-26,23.17892265319824,32.79999923706055,33.0,32.560001373291016,32.7400016784668,23652,49.59267445359362,2.735971606879549,10.670308316757703,0.10028989015589929,33.11082497507269,33.20794291737878,32.595767964531085,51.8518443764482,60.96415215018029,60.96415215018029,64.04981674073125,-0.04598307321863026,3.095820065788846,3.188833716874089,3.2818473679593314,0.5482278785934447
2009-02-27,23.355592727661133,33.04999923706055,33.09000015258789,30.51000022888184,30.51000022888184,11089,49.97573882299502,2.7248210055430007,11.34937197200918,0.08425748746791228,33.10503204764296,33.20174904756238,32.581223697105976,56.261016876172356,52.968849095820055,52.968849095820055,58.16428641948977,-0.024288711450976854,3.105892994353318,3.19267711565894,3.279461236964562,0.2589901677570343
2009-03-02,22.564115524291992,31.93000030517578,35.36000061035156,31.75,35.36000061035156,37820,48.24672773331314,2.7880995869679843,10.74836408080067,0.0075985063186116975,32.993124262646084,33.151876547860944,32.63836265759737,36.50794291542542,48.206934722682,48.206934722682,54.04664532289411,-0.07215540032202952,3.1030743457026535,3.191039793443787,3.2790052411849206,0.8533748491287232
2009-03-03,22.578248977661133,31.950000762939453,34.15999984741211,31.299999237060547,34.15999984741211,18194,48.28036187176496,2.793239256042717,10.396454392456187,-0.05142108669277334,32.89377916743593,33.10474416413854,32.64087836753611,36.86068478883932,43.20988152681236,43.20988152681236,48.1285551151048,-0.06240853402845108,3.1050706645164463,3.1917643267483404,3.2784579889802345,0.41078866189956664
2009-03-04,23.14359474182129,32.75,32.75,29.71999931335449,29.71999931335449,25616,49.65793840652167,2.8101626551030487,10.749266894485446,-0.051976705880452556,32.88008591339441,33.09083262828997,32.58856036987016,52.15147960696142,41.84003577040872,41.84003577040872,44.418950673301026,-0.01945059789701749,3.1084311705148235,3.193340200812851,3.278249231110878,0.5928463229064942
2009-03-05,23.638263702392575,33.45000076293945,35.040000915527344,33.0,35.040000915527344,22365,50.86336991559741,2.772984034306543,10.00561705075986,-0.012358921142826773,32.93436351811298,33.104917653178184,32.63360549717997,64.19968661700996,51.07061700427024,51.07061700427024,45.37351143383044,-0.05805329076931596,3.1143295243978075,3.196324386521724,3.2783192486456407,0.5286697677040099
2009-03-06,25.454418182373047,36.02000045776367,36.02000045776367,31.11000061035156,31.11000061035156,14037,55.02529612678526,2.9257203788581583,10.038528535311954,0.16369991625566627,33.22823370284162,33.21923462590703,32.651644810229506,100.0,72.11705540799046,72.11705540799046,55.009236060889805,-0.00481310232453596,3.113980440812775,3.2017060643400796,3.2894316878673844,0.35730366802597047
2009-03-09,23.546396255493164,33.31999969482422,33.70000076293945,32.970001220703125,33.70000076293945,9851,50.31256724674007,2.934602427396646,10.069082004598032,0.14756534835517243,33.23697332112568,33.22318619723711,32.660808617173494,57.14285281780437,73.78084647827144,73.78084647827144,65.65617296351071,-0.0494145663351836,3.113852047500512,3.199661220829017,3.2854703941575223,0.23195554951286315
2009-03-10,23.65946388244629,33.47999954223633,35.650001525878906,33.02000045776367,35.650001525878906,7245,50.57660979215014,2.912833837533391,9.503288099986962,0.14226228849371836,33.26011867551717,33.23325730880571,32.67715907771965,59.68253247411837,72.27512843064092,72.27512843064092,72.72434343896761,-0.06199512642877912,3.114498777484001,3.197556838445342,3.2806148994066833,0.17141281582832335
2009-03-11,24.20360374450684,34.25,35.81999969482422,33.86000061035156,35.81999969482422,32167,51.87221268033636,2.871897326445759,9.052297629728486,0.17989341533651526,33.35439308737268,33.27312957120549,32.767044013573816,71.90475974223551,62.91004834471942,62.91004834471942,69.65534108454392,-0.057777737237489815,3.1246994031123907,3.2024423442226855,3.2801852853329803,0.7785573216495515
2009-03-12,24.062271118164062,34.04999923706055,36.63999938964844,33.95000076293945,36.63999938964844,19076,51.50308138214776,2.8588987184537693,8.995390235536561,0.19605202696849844,33.420641292104854,33.303595048297844,32.82784839978072,62.572252542878836,64.71984825307757,64.71984825307757,66.63500834281264,-0.06539602179680311,3.1250179815781975,3.2016590019894458,3.278300022400694,0.45901188385009767
2009-03-13,24.73360824584961,35.0,35.349998474121094,31.670000076293945,31.670000076293945,41024,53.1693718531827,2.9175731894229964,8.809253568956485,0.2600316556468911,33.571056407142486,33.37012073267832,32.86139847934249,76.30058711608065,70.25919980039833,70.25919980039833,65.96303213273177,-0.01756479319165281,3.1248621818801317,3.2040782459156327,3.283294309951134,1.0146715446777343
2009-03-16,25.10814666748047,35.529998779296875,35.619998931884766,35.060001373291016,35.060001373291016,38765,54.09561047506067,2.753397101973396,8.507390774875509,0.33707253048915575,33.75762234734766,33.45482183254572,32.97147456542022,83.95952892899345,74.27745619598431,74.27745619598431,69.75216808315339,-0.042933989125946447,3.1248621818801317,3.2040782459156327,3.283294309951134,0.9733173055648804
2009-03-17,25.56041717529297,36.16999816894531,38.0099983215332,35.29999923706055,38.0099983215332,32108,55.22136080217865,2.7502961273931636,8.612070153654823,0.42966946689490015,33.987372425595055,33.56129933593394,33.10216232794821,77.80457933984563,79.3548984616399,79.3548984616399,74.63051815267418,-0.05808794792559369,3.1248585691583197,3.20930414476109,3.2937497203638606,0.8206938746643067
2009-03-18,25.510950088500977,36.09999847412109,36.310001373291016,35.93000030517578,36.0,21639,55.06588423474754,2.5809327299737186,8.709258819842944,0.4933743136579274,34.188574906407055,33.66085616488246,33.172636368197175,76.96019208774626,79.57476678552844,79.57476678552844,77.73570714771755,-0.04576652823228469,3.1424471904758837,3.217827955549582,3.29320872062328,0.5520314489650726
2009-03-19,25.36961936950684,35.900001525878906,36.59000015258789,35.0,35.0,35387,54.60352963299251,2.510129857018646,8.334816313512311,0.5263887736960058,34.351567917785324,33.74866578688233,33.26909835052008,74.54768337640783,76.43748493466659,76.43748493466659,78.4557167272783,-0.03901485833836036,3.1412148796108212,3.218747517166959,3.296280154723097,0.8977547206287385
2009-03-20,25.030412673950195,35.41999816894531,38.40999984741211,35.380001068115234,38.40999984741211,36163,53.46929918532261,2.547274056199824,8.751504540732238,0.519196847599428,34.45332317980056,33.814208233237736,33.40046158632968,65.5926180125253,72.36683115889313,72.36683115889313,76.12636095969606,-0.06746173185826557,3.1408147685011314,3.2202354392732637,3.299656110045396,0.905174813528061
2009-03-23,25.843090057373047,36.56999969482422,36.56999969482422,35.41999816894531,35.41999816894531,19379,55.78549617322786,2.447442159583621,9.138385941176537,0.5724743395335672,34.65491141932662,33.92227848663329,33.44987374452425,78.82623659945001,72.98884599612772,72.98884599612772,73.9310540298958,-0.037876408415090046,3.143906432979175,3.225990658263966,3.308074883548757,0.5008132422218323
2009-03-24,26.42963409423828,37.400001525878906,37.5,34.02000045776367,34.02000045776367,24953,57.396655314306386,2.5212145903321703,8.763734695491195,0.6544818778696992,34.9163485723316,34.05865978228998,33.50516794030823,86.16440510835048,76.86108657344192,76.86108657344192,74.07225457615425,-0.01987877391195704,3.139808977150688,3.2299986964484666,3.3201884157462453,0.6594986595535278
2009-03-25,26.72643280029297,37.81999969482422,38.060001373291016,35.0,35.0,16178,58.2078153251459,2.5597082427302507,8.672055697831896,0.7349505653354775,35.192886774473756,34.20616330827171,33.55139107955196,91.91780528424462,85.63614899734837,85.63614899734837,78.495360522306,-0.024584723558854497,3.1409067564449193,3.2369316841283684,3.3329566118118175,0.4323802298431397
2009-03-26,26.924299240112305,38.09999847412109,40.459999084472656,37.630001068115234,40.459999084472656,36731,58.75885151016853,2.579018792658207,9.557986498308537,0.8054045456964118,35.46975455539255,34.358862726540316,33.735600322487365,73.1512983317098,83.74450290810164,83.74450290810164,82.08057949296396,-0.06144979274161643,3.143149171995879,3.244132482197165,3.3451157923984507,0.988956435388565
2009-03-27,26.69110107421875,37.77000045776367,40.7599983215332,35.439998626708984,40.7599983215332,24824,57.81317789474671,2.774842103427697,9.289386112735183,0.8328224310851624,35.68882559371361,34.492632833647114,33.83231336586749,67.10672782213688,77.39194381269711,77.39194381269711,82.25753190604904,-0.05946012434568965,3.1471563509638907,3.2505499620349645,3.3539435731060383,0.6625798930664063
2009-03-30,25.645225524902344,36.290000915527344,40.40999984741211,35.130001068115234,40.40999984741211,33667,53.73071830418646,2.9538149306319874,8.897376427532118,0.7613811586541281,35.7460803862673,34.56311785646595,33.94720140391811,50.82510155217083,63.69437590200584,63.69437590200584,74.94360754093485,-0.07007109430569759,3.1613266741112303,3.256694209712503,3.3520617453137755,0.8633978077468872
2009-03-31,25.89255714416504,36.63999938964844,37.2400016784668,33.75,33.75,16970,54.52999306287156,2.992120555398709,8.604892167664262,0.7164621010649661,35.83121552944646,34.64456419110056,33.96963429517594,54.67547054761479,57.53576664064084,57.53576664064084,66.20736211844793,-0.022291028160052462,3.177761746071766,3.2632704561461887,3.3487791662206114,0.4393966947364807
2009-04-02,27.26350975036621,38.58000183105469,38.58000183105469,35.0,35.0,18580,58.69334011582203,3.0341187652736443,8.244311866640508,0.7824680376243798,36.0930047010282,34.7988950789419,34.01369003809572,76.01763573914599,60.506069279643874,60.506069279643874,60.578737274096845,-0.019362554001780795,3.187281699574207,3.271148078530966,3.3550144574877248,0.5065560111618042
2009-04-03,27.27764129638672,38.59999847412109,38.86000061035156,35.880001068115234,35.880001068115234,18259,58.73433692464049,3.030252534597979,8.031072837748361,0.8263923786269878,36.33176601275133,34.947957957184215,34.06443282772339,69.18687069043851,66.62665899239977,66.62665899239977,61.55616497089482,-0.0258424434017395,3.1946335538259207,3.278036616662469,3.361439679499017,0.4980624524307251
2009-04-06,27.411903381347656,38.790000915527344,39.33000183105469,35.900001525878906,36.0,14735,59.13991026032455,3.058809869216298,8.042276297026898,0.8620988248951207,36.565883622539516,35.09862630849179,34.10723015212797,71.89731986162604,72.36727543040352,72.36727543040352,66.50000123414905,-0.024530218991124297,3.1930076019953417,3.281605867018243,3.370204132041144,0.4039143963241577
2009-04-07,27.418970108032227,38.79999923706055,38.79999923706055,38.20000076293945,38.790000915527344,8691,59.162147698985954,2.8831580808673674,8.052678953509638,0.880813200311998,36.77865653820818,35.24377818804351,34.13824002974392,72.03994930423933,71.0413799521013,71.0413799521013,70.01177145830152,-0.04637241297552077,3.2042056195647173,3.2889304586333417,3.373655297701966,0.2382982692089081
2009-04-08,26.66283226013184,37.72999954223633,40.0,37.59999847412109,40.0,35566,55.74509865378678,2.8486428106598027,8.612299782436898,0.8251190142640858,36.86926063382991,35.34127706467852,34.26913059644708,56.77604130104608,66.90443682230382,66.90443682230382,70.10436406826955,-0.06163831708058736,3.218277174990156,3.2946769066027235,3.371076638215291,0.948290292163849
2009-04-09,27.7581787109375,39.27999877929688,40.369998931884766,38.220001220703125,40.369998931884766,23992,59.32720308087101,2.8337380700479797,9.29469425969685,0.8594589669772681,37.098854742922,35.4957367397616,34.362553282245855,78.88730532659214,69.23443197729252,69.23443197729252,69.06008291723253,-0.05269662200592216,3.2266281271458177,3.3012736672858347,3.3759192074258517,0.6659742236328124
2009-04-10,28.24578094482422,39.970001220703125,42.02000045776367,39.27999877929688,42.02000045776367,58881,60.81349452472985,2.827041929714792,10.60130507974328,0.9154661284503263,37.37229726461544,35.67119809195538,34.63686888666439,75.21161881997168,70.2916551492033,70.2916551492033,68.81017464959986,-0.058671900519133395,3.2371213061649886,3.3089922547602724,3.380863203355556,1.6631398278121947
2009-04-13,28.39418601989746,40.18000030517578,40.2400016784668,37.18000030517578,37.18000030517578,24796,61.26695665335724,2.8436834679740426,10.572483019457339,0.9607523022205271,37.639697554192615,35.84801386502285,34.71035482515104,77.75090627884374,77.2832768084692,77.2832768084692,72.26978797832167,-0.02494702709685845,3.2430420955802046,3.3156422072067206,3.3882423188332367,0.7040622365493775
2009-04-14,28.62031936645508,40.5,42.9900016784668,39.54999923706055,42.9900016784668,29021,61.97277249358457,2.8862814311173315,11.579890959378385,1.0033233058716284,37.91210731093617,36.03044469384548,34.846002357714184,73.05193478189967,75.3381532935717,75.3381532935717,74.30436175041473,-0.0604643788719356,3.2471078216359506,3.3219528668279508,3.396797912019951,0.8305902883338929
2009-04-15,28.443649291992188,40.25,40.5,39.81999969482422,40.5,20582,61.05776332276006,2.728677036257737,12.515309160782612,1.0111494332095319,38.13476375751368,36.19591745094958,34.922810105247834,70.34630756775525,73.71638287616622,73.71638287616622,75.44593765940236,-0.04809528485908681,3.2505128265457524,3.327105677414038,3.403698528282324,0.5854271897277832
2009-04-16,29.1149959564209,41.20000076293945,43.060001373291016,40.900001525878906,43.060001373291016,35606,63.22939201011016,2.7344863585225423,14.181589493906607,1.0593126636627836,38.42669109136376,36.39215601220408,35.09496738478221,80.02147866822423,74.47324033929306,74.47324033929306,74.50925883634365,-0.057835877322381116,3.2533089841456997,3.333478947098714,3.4136489100517284,1.0366685460243226
2009-04-17,28.18218231201172,39.880001068115234,44.08000183105469,38.31999969482422,44.08000183105469,21658,58.46116835559583,2.9506098646003793,14.383915671623086,1.0105629647355343,38.565101565340086,36.52893424969079,35.184232092625166,59.34172295775251,69.903169731244,69.903169731244,72.6975976489011,-0.06748955132819782,3.261766870835742,3.33854623520865,3.415325599581558,0.6103697045135498
2009-04-20,28.387115478515625,40.16999816894531,40.5,37.09000015258789,37.09000015258789,20721,59.17316360484215,2.983425582993133,14.01650387587409,0.9772003140180807,38.71794886092154,36.671721070053714,35.2340459853521,62.14905160660397,67.1707510775269,67.1707510775269,70.51572038268799,-0.02375559515938076,3.2750130631133927,3.34461077303827,3.4142084829631476,0.5882094198303223
2009-04-21,28.81818962097168,40.77999877929688,42.97999954223633,37.36000061035156,42.97999954223633,24244,60.665982894318745,3.171763699168615,14.49263757574445,0.9743129800733428,38.91433456743348,36.83282999982796,35.31245416600153,63.656361384516444,61.71571198295765,61.71571198295765,66.26321093057618,-0.05190429815013343,3.281695284821473,3.34986628118696,3.418037277552447,0.6986681891708374
2009-04-22,28.72632598876953,40.650001525878906,43.630001068115234,40.52999877929688,43.630001068115234,11713,60.17243744868038,3.1666375948030887,15.12943204709079,0.9536193890284501,39.07963618252352,36.98252300084957,35.36399661318676,58.17073187751474,61.32538162287839,61.32538162287839,63.403948227787644,-0.06475658694945213,3.2857270635507176,3.3538867354308644,3.422046407311011,0.33647145630645753
2009-04-23,28.592050552368164,40.459999084472656,43.4900016784668,39.95000076293945,43.4900016784668,6195,59.428551408351105,3.193307801285645,15.438973583172725,0.9158275733227619,39.211099316042485,37.11889461197204,35.38949691435795,55.74568934561622,59.19092753588247,59.19092753588247,60.7440070472395,-0.0643443232686661,3.2890918019241613,3.3571427130278098,3.4251936241314582,0.17712775317192078
2009-04-24,28.62031936645508,40.5,41.119998931884766,37.630001068115234,37.630001068115234,7974,59.53939958144053,3.2145009800567528,14.693663750991838,0.8780368815338129,39.333851762133676,37.25148698013,35.409972776665576,48.783963213011226,54.23346147871407,54.23346147871407,58.24992354582497,-0.025001507463280125,3.29197724471651,3.360090880058762,3.428204515401014,0.2282184266281128
2009-04-27,27.92777633666992,39.52000045776367,40.77999877929688,38.0,38.0,11356,55.620547656181515,3.183463705917442,14.00160343171574,0.7831770735506751,39.35158020933653,37.34044829297838,35.43888145231434,34.763944516087484,46.43119902490499,46.43119902490499,53.28519601316717,-0.034144383486286144,3.2965416341754925,3.3622754376455526,3.4280092411156127,0.3171478280792236
2009-04-28,27.595638275146484,39.04999923706055,39.970001220703125,36.7599983215332,36.7599983215332,10837,53.83182987318803,3.1853594421321407,13.167195296079768,0.6734362723762537,39.322858211976914,37.4074895064718,35.45902416113999,31.28415051370711,38.277352747601945,38.277352747601945,46.31400441707367,-0.02825939913196215,3.3108714457684107,3.3658076485735258,3.420743851378641,0.2990539319877625
2009-04-29,27.842973709106445,39.400001525878906,40.0,39.08000183105469,40.0,7085,54.967052463514925,3.025684742982795,12.379136228925171,0.5995129867306943,39.330205194253296,37.485627232723054,35.477308141858494,36.06560025431303,34.03789842803588,34.03789842803588,39.582150066847596,-0.05043444968434418,3.32597132794861,3.36930849134592,3.4126456547432302,0.19726746872901915
